logged_message_short_id,calendar_id,message_timestamp,source_host,latitude,longitude,validity,heading,speed,odometer,adherence_seconds
7900922740,120220920,2022-09-20T12:01:25.547Z,4091,449882600,-932372600,226,208,25,2952,45
7900922741,120220920,2022-09-20T12:01:25.553Z,3889,449582300,-930737000,228,,0,5445,-75
7900922742,120220920,2022-09-20T12:01:25.553Z,4085,449038500,-931660600,226,,0,4029,-1470
7900922743,120220920,2022-09-20T12:01:25.560Z,5176,450118342,-934614353,162,,0,2855,-60
7900922744,120220920,2022-09-20T12:01:25.583Z,2602,449747400,-932740400,226,24,5,1515,-225
7900922745,120220920,2022-09-20T12:01:25.610Z,2576,448262600,-929557300,162,,0,4985,0
7900922746,120220920,2022-09-20T12:01:25.620Z,2596,449468000,-930858900,226,,0,1264,960
7900922747,120220920,2022-09-20T12:01:25.647Z,4066,450299200,-933395100,226,,0,3349,0
7900922748,120220920,2022-09-20T12:01:25.670Z,4141,449790800,-932705200,162,,0,2392,0
7900922749,120220920,2022-09-20T12:01:25.687Z,2552,450137300,-932880000,226,180,30,2766,120
7900922750,120220920,2022-09-20T12:01:25.710Z,2638,450057400,-934009900,226,180,50,4711,0
7900922751,120220920,2022-09-20T12:01:25.727Z,4045,449511700,-931012100,226,260,25,1602,-165
7900922752,120220920,2022-09-20T12:01:25.737Z,3673,449354600,-932907600,228,0,20,157,0
7900922753,120220920,2022-09-20T12:01:25.763Z,2604,449197500,-932522200,226,,0,1957,-210
7900922754,120220920,2022-09-20T12:01:25.813Z,3703,451168600,-932091400,241,64,25,3327,15
7900922755,120220920,2022-09-20T12:01:25.820Z,5393,448478900,-932828800,242,92,20,1727,-90
7900922756,120220920,2022-09-20T12:01:25.827Z,4072,448967600,-932750800,226,180,60,3729,900
7900922757,120220920,2022-09-20T12:01:25.837Z,4084,449483700,-932245300,226,92,5,522,-30
7900922758,120220920,2022-09-20T12:01:25.857Z,2177,450559300,-933218900,226,348,30,1031,-525
7900922759,120220920,2022-09-20T12:01:25.860Z,3912,449573600,-932317200,228,92,20,2566,-120
7900922760,120220920,2022-09-20T12:01:25.877Z,2545,450978600,-933412000,226,180,15,375,75
7900922761,120220920,2022-09-20T12:01:25.883Z,2620,449881100,-932080900,226,268,25,824,-30
7900922762,120220920,2022-09-20T12:01:25.907Z,2622,449716700,-932566200,226,,0,4250,-30
7900922763,120220920,2022-09-20T12:01:25.933Z,2515,450072200,-933632000,242,92,25,2648,-105
7900922764,120220920,2022-09-20T12:01:25.940Z,3947,450606400,-934125700,244,,0,1736,-510
7900922765,120220920,2022-09-20T12:01:25.957Z,2656,450914000,-934369400,233,284,0,4002,-510
7900922766,120220920,2022-09-20T12:01:25.983Z,3897,449648300,-931057700,228,,0,2831,-120
7900922767,120220920,2022-09-20T12:01:25.990Z,4183,449662795,-930909362,14,,0,65535,-60
7900922768,120220920,2022-09-20T12:01:26.003Z,2070,449736100,-932832400,226,60,25,915,60
7900922769,120220920,2022-09-20T12:01:26.027Z,3924,450204700,-933351700,228,,0,2051,-105
7900922770,120220920,2022-09-20T12:01:26.030Z,5387,450356500,-932035800,242,92,30,2778,0
7900922771,120220920,2022-09-20T12:01:26.033Z,2276,448972300,-934045600,226,344,20,3163,180
7900922772,120220920,2022-09-20T12:01:26.047Z,3860,449720900,-930837500,228,192,5,3493,-45
7900922773,120220920,2022-09-20T12:01:26.083Z,4010,449787100,-932709800,244,4,1,2336,-105
7900922774,120220920,2022-09-20T12:01:26.103Z,4147,451222300,-932639200,226,180,45,3053,-90
7900922775,120220920,2022-09-20T12:01:26.240Z,3628,450286800,-930238200,164,,0,4169,0
7900922776,120220920,2022-09-20T12:01:26.247Z,3930,449226400,-931343300,228,228,30,1751,-270
7900922777,120220920,2022-09-20T12:01:26.297Z,2522,449708800,-933725600,226,,0,563,180
7900922778,120220920,2022-09-20T12:01:26.307Z,2118,449841600,-931566800,242,0,20,2909,-105
7900922779,120220920,2022-09-20T12:01:26.313Z,3999,449809500,-932689400,246,,0,2109,-345
7900922780,120220920,2022-09-20T12:01:26.317Z,2124,450445100,-931238200,242,168,25,1205,-135
7900922781,120220920,2022-09-20T12:01:26.327Z,2075,449714800,-933816600,226,116,20,2062,60
7900922782,120220920,2022-09-20T12:01:26.333Z,4080,449496000,-933610800,226,92,1,1278,30
7900922783,120220920,2022-09-20T12:01:26.340Z,2110,450299700,-933399000,242,,0,3743,0
7900922784,120220920,2022-09-20T12:01:26.397Z,2566,449484500,-932649500,226,,0,3576,0
7900922785,120220920,2022-09-20T12:01:26.403Z,3944,451663000,-933812100,244,92,15,2283,-90
7900922786,120220920,2022-09-20T12:01:26.407Z,4064,450595500,-933180400,226,,0,2182,0
7900922787,120220920,2022-09-20T12:01:26.413Z,5369,447751900,-933143300,178,108,35,50,0
7900922788,120220920,2022-09-20T12:01:26.450Z,5401,448335000,-932887800,242,180,10,3025,-180
7900922789,120220920,2022-09-20T12:01:26.453Z,2204,450335700,-933085700,244,,0,2960,-30
7900922790,120220920,2022-09-20T12:01:26.490Z,2439,448653400,-933024400,244,212,15,2036,15
7900922791,120220920,2022-09-20T12:01:26.520Z,3755,450147300,-932956000,228,180,25,3455,-75
7900922792,120220920,2022-09-20T12:01:26.660Z,3951,450546700,-933215900,244,352,15,1731,-270
7900922793,120220920,2022-09-20T12:01:26.660Z,2181,450348100,-933085500,244,0,30,2698,-60
7900922794,120220920,2022-09-20T12:01:26.667Z,5347,448407300,-930221300,244,,0,4234,0
7900922795,120220920,2022-09-20T12:01:26.707Z,3735,449876300,-932303600,226,0,1,508,-285
7900922796,120220920,2022-09-20T12:01:26.730Z,3881,449793800,-932631100,225,0,0,141,240
7900922797,120220920,2022-09-20T12:01:26.737Z,3841,448989700,-932883500,162,,0,614,0
7900922798,120220920,2022-09-20T12:01:26.743Z,3751,450591600,-932477400,228,,0,2068,-120
7900922799,120220920,2022-09-20T12:01:26.743Z,5350,449663100,-932484700,228,292,50,2398,225
7900922800,120220920,2022-09-20T12:01:26.760Z,3987,449513700,-930873000,244,,0,1807,-90
7900922801,120220920,2022-09-20T12:01:26.770Z,2625,449620900,-931932800,226,120,40,3390,-225
7900922802,120220920,2022-09-20T12:01:26.807Z,2385,449780300,-932619000,246,,0,4603,0
7900922803,120220920,2022-09-20T12:01:26.853Z,2508,449329400,-930113100,242,80,30,2191,-105
7900922804,120220920,2022-09-20T12:01:26.857Z,2677,449503200,-930059100,162,100,50,1361,0
7900922805,120220920,2022-09-20T12:01:26.900Z,2603,449708700,-933728000,226,,0,1933,0
7900922806,120220920,2022-09-20T12:01:26.903Z,3864,449531500,-930124000,228,,0,3584,0
7900922807,120220920,2022-09-20T12:01:26.923Z,2121,450333500,-933943100,242,92,30,3246,-105
7900922808,120220920,2022-09-20T12:01:26.927Z,4090,449218400,-933290500,226,8,5,1023,-120
7900922809,120220920,2022-09-20T12:01:26.933Z,2600,449483600,-932682400,226,,0,1530,-225
7900922810,120220920,2022-09-20T12:01:26.967Z,2626,449498300,-932977100,226,,0,1362,300
7900922811,120220920,2022-09-20T12:01:26.977Z,3838,449726800,-932182700,242,,0,1872,0
7900922812,120220920,2022-09-20T12:01:26.983Z,4006,449693500,-933216100,244,180,5,1617,0
7900922813,120220920,2022-09-20T12:01:26.983Z,3795,449665200,-932778000,228,0,25,2541,60
7900922814,120220920,2022-09-20T12:01:26.990Z,3891,448834600,-932749300,228,88,30,2649,15
7900922815,120220920,2022-09-20T12:01:27.093Z,4063,449987200,-932941200,226,0,10,3298,-345
7900922816,120220920,2022-09-20T12:01:27.097Z,2487,449876300,-932602000,226,220,25,1747,-105
7900922817,120220920,2022-09-20T12:01:27.110Z,4057,449854800,-932821800,162,,0,18,0
7900922818,120220920,2022-09-20T12:01:27.153Z,4005,450424000,-932470000,244,,0,1446,0
7900922819,120220920,2022-09-20T12:01:27.153Z,2679,449652000,-930875800,46,,0,8,0
7900922820,120220920,2022-09-20T12:01:27.157Z,3582,450409800,-932594400,228,272,30,4239,-30
7900922821,120220920,2022-09-20T12:01:27.160Z,2557,449550900,-932524800,226,180,10,2752,-225
7900922822,120220920,2022-09-20T12:01:27.160Z,2588,448929600,-932883400,226,180,15,4225,-60
7900922823,120220920,2022-09-20T12:01:27.187Z,5218,448630400,-933659100,242,68,20,2307,75
7900922824,120220920,2022-09-20T12:01:27.193Z,2556,449630400,-932330100,226,,0,2151,-135
7900922825,120220920,2022-09-20T12:01:27.197Z,2519,450596700,-933188500,226,,0,3004,0
7900922826,120220920,2022-09-20T12:01:27.203Z,2440,449796800,-932636200,244,120,15,2806,135
7900922827,120220920,2022-09-20T12:01:27.207Z,5038,452007400,-933872000,242,0,20,3002,-75
7900922828,120220920,2022-09-20T12:01:27.223Z,4162,451204900,-933081300,226,340,50,3115,690
7900922829,120220920,2022-09-20T12:01:27.257Z,2586,449002300,-932008500,226,,0,2004,30
7900949164,120220920,2022-09-20T12:09:58.487Z,2070,449791900,-932704500,228,0,15,1016,165
7900949165,120220920,2022-09-20T12:09:58.497Z,3984,449400400,-931563500,244,272,10,2892,-15
7900949166,120220920,2022-09-20T12:09:58.497Z,4182,449859400,-932850500,148,,0,29267,0
7900949167,120220920,2022-09-20T12:09:58.497Z,3879,450354300,-933089600,228,96,10,2069,-150
7900949168,120220920,2022-09-20T12:09:58.513Z,3789,449859800,-932620100,228,64,25,2670,-255
7900949169,120220920,2022-09-20T12:09:58.550Z,3677,449739400,-932272500,228,,0,1201,-150
7900949170,120220920,2022-09-20T12:09:58.653Z,2116,450042600,-929847800,242,180,35,3668,-240
7900949171,120220920,2022-09-20T12:09:58.667Z,2620,449744400,-932369500,226,180,1,1030,-45
7900949172,120220920,2022-09-20T12:09:58.667Z,2200,449709400,-932615600,244,,0,1783,0
7900949173,120220920,2022-09-20T12:09:58.667Z,3690,448636800,-932240400,164,,0,105,0
7900949174,120220920,2022-09-20T12:09:58.670Z,5217,448620200,-932445600,178,92,45,1067,0
7900949175,120220920,2022-09-20T12:09:58.673Z,5392,449627400,-932396900,242,272,30,14630,45
7900949176,120220920,2022-09-20T12:09:58.673Z,5389,449992500,-933185100,242,356,10,1158,0
7900949177,120220920,2022-09-20T12:09:58.740Z,5126,448681500,-933634200,242,0,20,3293,-30
7900949178,120220920,2022-09-20T12:09:58.747Z,4147,450644100,-932625100,226,,0,3454,-60
